id,name,year_founded,country,industry,founder_count,founder_experience,previous_startups,product_stage,product_uniqueness,competitors_count,revenue,burn_rate,total_investment,active_users,user_growth_rate,retention,user_reviews,nps,innovation_score,financial_stability,risk_score,cash_reserves,market_size,market_growth_rate,success
2851,Mccann-White,2012,UK,FoodTech,3,20,0,Scale,0,9,6285827.97,1702399.22,13152400.07,438597.0,91.16,28.39,78,7,3,8.0,8,11338998.98,822110588.57,42.26,Success
2852,Wilson PLC,2016,Australia,IoT,5,19,1,Idea,1,6,951608.28,156710.56,11934539.29,25318.300000000003,8.34,60.5,100,16,8,8.0,0,11478210.47,603139146.75,33.11,Fail
2853,"Morgan, Hamilton and Hernandez",2023,France,EdTech,4,16,1,MVP,4,3,2351430.43,620522.19,3408126.52,229932.0,64.69,79.56,32,81,2,10.0,2,3136777.09,259147318.33,48.74,Success
2854,"Powell, Johnson and Allen",2016,Australia,FoodTech,3,5,1,Idea,5,9,778179.49,1346936.14,17446978.0,53299.200000000004,42.32,93.11,18,15,5,5.0,2,15542041.84,319582052.12,16.67,Unclear
2855,Turner-Carlson,2012,Singapore,FinTech,4,14,1,MVP,0,1,2934235.5,1014515.1,17090686.65,666770.0,92.16,69.77,75,13,8,0.0,8,16095668.67,668992190.37,4.4,Unclear
2856,Delgado Group,2012,Germany,FoodTech,4,7,1,Maturity,6,3,7078497.49,1762756.65,16724891.76,596262.0,92.86,41.86,42,94,3,0.0,2,11737944.85,690971024.66,12.03,Fail
2857,"Esparza, Lambert and Davis",2017,Singapore,FinTech,5,6,1,Maturity,10,3,6999723.7,78595.91,7984557.18,809334.0,78.52,69.11,53,-71,4,8.0,2,7895549.03,377751822.64,4.96,Success
2858,Hancock-Santos,2016,USA,FoodTech,3,1,1,Scale,3,5,1847377.42,1298815.04,16492455.5,661146.0,9.85,6.92,72,-18,4,2.0,1,15610861.85,888886755.19,24.35,Success
2859,Chen-Wallace,2020,Israel,SaaS,1,12,1,Scale,8,6,5971279.1,954930.94,16895906.17,167991.0,2.47,60.01,82,6,4,4.0,3,15525905.56,406063932.44,48.24,Fail
2860,Wilson Inc,2005,France,E-Commerce,2,5,1,Growth,5,2,8591689.53,308623.65,19930805.44,209807.0,13.66,89.46,95,-42,1,5.0,10,19788511.77,701514623.61,25.88,Fail
2861,Burns Ltd,2017,Israel,FinTech,5,4,0,MVP,8,9,3825330.69,1486503.81,19152092.36,71629.0,32.18,63.69,91,85,10,0.0,7,17459977.78,217302652.35,16.27,Success
2862,"Walker, Matthews and Archer",2011,India,FoodTech,3,19,0,Scale,0,0,7102769.51,822613.71,7656946.7,441569.0,24.14,0.75,91,19,1,0.0,5,5849344.49,359551408.56,45.32,Success
2863,Hill-Mcgee,2009,UK,CleanTech,4,0,1,Maturity,3,2,6744300.35,1063163.81,3964085.0,128518.0,36.98,69.45,94,51,0,1.5,0,2052490.84,550611355.5,30.67,Unclear
2864,"White, Washington and Newman",2012,Canada,Blockchain,3,17,0,MVP,1,8,2575140.02,1934532.13,5849247.86,28691.0,14.31,72.64,60,42,0,5.0,4,5785724.46,47258032.13,46.5,Success
2865,Evans-Martinez,2018,Israel,IoT,2,14,1,Growth,5,0,9186435.6,972460.16,9895624.53,425118.0,75.25,54.12,99,49,3,7.0,10,8443009.79,51488824.95,48.26,Fail
2866,Brown-Stout,2017,Germany,EdTech,2,9,0,Idea,3,7,563512.08,1646745.73,16109152.68,91285.3,84.53,81.61,12,59,2,6.0,9,12092025.25,277127891.81,46.83,Fail
2867,"Lopez, Hess and Smith",2019,India,SaaS,1,2,0,Growth,8,1,3552926.57,1539155.05,14459681.11,23118.0,48.8,20.23,41,-26,3,1.0,10,11860973.41,829492405.38,34.61,Fail
2868,"Roth, Logan and Moreno",2021,France,FinTech,1,4,0,Growth,2,5,1643583.76,1325509.18,15754255.18,660376.0,95.65,40.9,96,-8,10,3.0,7,13883700.11,224336255.54,25.09,Success
2869,Stone PLC,2019,India,E-Commerce,2,12,1,Maturity,0,2,4734583.52,1793624.29,7598527.46,301421.0,12.03,80.76,17,69,5,4.0,0,5365059.2,887021098.52,14.51,Fail
2870,"Reeves, Tyler and Martinez",2024,Germany,CleanTech,5,7,1,Maturity,10,6,7301134.38,503203.29,4938092.89,503808.0,10.58,60.37,92,86,10,7.0,5,4127954.07,718900838.41,47.07,Success
2871,Sheppard Inc,2022,Canada,E-Commerce,5,20,1,Maturity,10,1,6236402.7,1641542.46,482593.47,887696.0,20.04,99.44,71,-13,0,3.0,10,118297.65,692032044.21,27.25,Fail
2872,Atkins Ltd,2022,Canada,IoT,4,1,1,Idea,0,3,727052.56,755574.98,12523672.44,15239.900000000001,98.19,6.93,85,-18,7,3.0,6,10711046.25,677377225.32,49.77,Unclear
2873,Smith Group,2006,UK,CleanTech,1,8,0,Idea,8,9,791760.75,1624981.78,15900754.72,87779.6,41.65,24.43,64,-46,7,7.0,4,11725134.05,976547169.87,45.91,Fail
2874,Martinez-Anderson,2008,Israel,SaaS,4,16,1,Idea,8,8,441004.77,987577.37,17782809.88,69704.40000000001,92.41,19.91,47,32,6,10.0,3,16027919.49,637345936.94,18.94,Success
2875,Delgado Inc,2005,Australia,EdTech,1,17,0,Growth,4,5,5201661.84,1715418.51,9524757.67,214298.0,20.2,97.64,94,68,10,7.0,6,4486595.83,652783466.41,43.77,Success
2876,"Scott, Mullins and Miller",2008,Israel,IoT,2,12,1,Scale,1,3,9864221.12,1789687.08,18552915.56,377591.0,84.61,86.93,83,-44,10,3.0,8,15571879.72,458865220.03,26.74,Success
2877,Hunter LLC,2022,Australia,IoT,5,0,0,Scale,8,1,9680513.96,1195287.75,4048241.23,611446.0,31.0,13.31,35,-48,3,5.0,3,3950832.2,873583778.34,37.13,Success
2878,"Jackson, Rowland and Barrett",2009,Canada,E-Commerce,5,11,0,Scale,7,9,4148171.25,1015253.91,10287562.46,669562.0,73.44,35.38,86,65,7,1.0,2,8874773.34,66830092.64,24.05,Success
2879,Turner PLC,2023,Singapore,FoodTech,2,19,0,Scale,10,8,6851795.24,1566560.29,4275354.9,344290.0,97.45,5.26,80,-100,8,1.0,9,2396030.11,350861332.37,49.47,Success
2880,Hopkins-Wallace,2019,Singapore,CleanTech,4,19,0,Growth,9,3,2675901.78,533972.41,3761510.25,971453.0,93.3,63.26,44,-41,4,4.0,3,3450589.37,293796133.17,19.94,Fail
2881,"Henry, Edwards and Bartlett",2012,Canada,Blockchain,4,20,1,Scale,9,8,1526975.46,30697.36,19067762.64,991539.0,83.13,33.12,9,-25,5,0.0,4,19018544.29,403978584.22,4.79,Success
2882,Obrien-Dixon,2024,Singapore,CleanTech,3,4,1,MVP,5,1,7684012.23,814189.17,16354813.77,904498.0,5.02,25.76,8,-55,9,4.0,8,15243968.14,485111423.21,42.91,Success
2883,"Garcia, Weiss and Young",2021,USA,HealthTech,1,7,0,MVP,6,6,4361799.69,1015548.27,235997.93,191425.0,60.78,52.31,45,-97,7,1.5,10,0.0,956526983.2,37.81,Success
2884,Thomas and Sons,2005,China,AI,4,14,1,Maturity,5,10,1770528.04,594525.44,5370259.9,449080.0,83.54,79.56,16,-86,4,4.0,0,4467590.17,925241024.66,6.31,Unclear
2885,Guzman and Sons,2016,Singapore,CleanTech,2,2,1,Maturity,4,10,7588479.24,766723.76,4102705.02,484845.0,39.93,40.39,66,-20,3,0.0,8,2183376.02,615152951.85,25.24,Fail
2886,"Howard, Anderson and Dean",2023,Australia,HealthTech,4,5,0,Idea,3,4,915170.36,266116.47,2942683.6,91084.3,73.12,75.74,32,15,7,9.0,8,2536119.75,29673109.75,33.93,Fail
2887,Pierce LLC,2019,UK,FoodTech,5,12,1,MVP,6,7,9332735.0,554579.81,13948248.59,556342.0,13.81,44.61,64,-89,2,6.0,7,13586515.35,560077807.79,20.49,Unclear
2888,Santos-Martin,2013,UK,Blockchain,1,11,1,Idea,3,10,596333.71,480190.7,11336756.63,17387.600000000002,17.68,21.45,19,-100,5,9.0,9,10348684.59,77802240.23,45.43,Fail
2889,Miller-King,2011,France,EdTech,3,18,1,Maturity,9,7,4796411.29,601973.71,9078691.42,463960.0,64.37,44.62,65,-24,8,8.0,7,7507902.98,366133763.41,47.16,Unclear
2890,Bentley-Thomas,2006,China,Blockchain,1,17,0,Maturity,9,3,1418665.86,598108.22,3789941.17,859410.0,43.71,53.81,15,-71,5,4.0,7,3170663.21,311434723.83,43.42,Success
2891,Jones Ltd,2013,Germany,E-Commerce,5,0,1,Growth,9,3,7927898.04,1117936.74,5552361.13,961132.0,21.83,46.16,72,33,8,2.0,3,5314018.11,651600311.34,26.54,Fail
2892,Cowan-Terry,2014,Australia,CleanTech,5,6,0,Scale,8,7,9453231.52,501193.88,7122020.98,479884.0,28.29,27.43,13,-28,7,8.0,6,5746480.39,27700014.31,22.68,Success
2893,Klein PLC,2006,USA,FoodTech,5,11,0,Scale,4,2,8894604.14,1881922.53,15709653.72,910108.0,61.89,18.51,0,-51,8,5.0,1,11858002.03,790816964.48,29.25,Success
2894,"Holland, Dixon and Martin",2023,Australia,IoT,5,9,0,Growth,7,6,7517834.54,1022549.66,19783788.67,258527.0,72.54,94.7,34,29,9,5.0,2,16742401.36,828157059.16,25.85,Unclear
2895,Stewart Group,2015,Canada,FoodTech,2,11,1,Scale,5,7,45688.63,257932.01,3679541.09,727941.0,20.76,29.75,81,-95,8,9.0,7,3142105.82,42025304.57,4.94,Unclear
2896,Johnson-Munoz,2017,China,AI,3,10,1,MVP,3,7,4077508.75,559212.54,6830453.38,49015.0,95.52,70.54,0,-26,7,9.0,3,6622070.49,90994464.7,39.4,Success
2897,Nelson PLC,2014,Canada,CleanTech,5,3,1,Maturity,2,10,4107141.72,1459514.99,5604030.93,531912.0,0.82,34.07,42,-11,8,2.0,9,3707487.61,921474814.49,47.05,Fail
2898,Sutton Group,2018,UK,EdTech,5,18,0,Maturity,10,9,8943682.33,27318.08,881347.89,345843.0,70.01,96.96,68,-9,6,0.0,10,877835.08,619823053.95,24.53,Fail
2899,Murphy Inc,2022,USA,SaaS,4,5,1,Growth,5,3,656507.17,1875635.97,4384377.14,340864.0,29.1,98.83,74,-24,6,1.5,5,2462820.22,960745133.48,3.08,Success
2900,Blankenship-Strickland,2023,UK,Blockchain,3,8,0,Idea,0,8,531222.58,890353.84,18032278.87,5621.5,47.85,82.51,87,65,10,3.0,10,15934712.23,463022192.37,16.14,Unclear
2901,Melton and Sons,2013,India,HealthTech,1,19,1,MVP,1,9,1361344.04,1042158.05,16857163.58,902498.0,56.98,58.15,95,-25,3,2.0,7,15120004.75,198728417.97,6.13,Success
2902,Smith-Bennett,2011,France,EdTech,3,9,0,Growth,6,3,6622939.14,1976824.47,3351946.3,209157.0,56.15,54.21,54,-18,0,5.0,7,630208.85,376474215.93,49.02,Fail
2903,Gray Inc,2007,Singapore,HealthTech,3,4,1,Scale,3,7,7922554.88,1006806.17,7323260.25,849071.0,77.63,32.9,15,-83,6,4.0,4,4762419.89,929701976.66,6.85,Fail
2904,Thompson Ltd,2024,Singapore,E-Commerce,3,12,1,Growth,4,5,6419592.12,1895487.99,6216061.11,194963.0,82.38,12.2,66,46,7,8.0,10,5208965.98,124154599.36,4.03,Fail
2905,Chapman-Roman,2010,Singapore,IoT,5,8,1,Idea,10,4,794585.14,1830462.23,2954816.16,29411.7,7.33,7.91,62,55,8,4.0,6,0.0,893282921.32,26.1,Success
2906,Rice Ltd,2006,Australia,IoT,5,1,0,Maturity,9,3,6074962.98,1882631.06,12444164.19,284235.0,70.3,46.54,71,-89,0,7.0,0,8787816.72,534445799.65,3.25,Unclear
2907,"Grimes, Arnold and Lawson",2010,Australia,SaaS,2,17,0,Maturity,0,4,1898391.1,1624746.11,11145955.21,415042.0,39.91,97.88,95,-49,8,9.0,4,6633552.2,79352950.95,31.7,Success
2908,Jackson Group,2007,France,FinTech,1,20,1,Maturity,1,10,3826635.19,592796.17,8539826.65,930486.0,81.86,24.69,21,-14,6,5.0,2,8248777.5,405761779.98,43.45,Fail
2909,Reed Ltd,2020,Israel,EdTech,4,0,0,Maturity,3,0,9568688.16,692764.97,17109966.56,629521.0,60.89,41.1,55,-1,6,3.0,3,15641262.37,250816672.14,12.52,Success
2910,"Faulkner, Schmidt and Wheeler",2012,China,IoT,3,20,0,Maturity,7,6,2881749.13,729968.14,12394226.8,661780.0,1.02,64.14,51,85,2,1.0,0,12293882.15,579528082.67,46.36,Fail
2911,Woods-Anderson,2006,Canada,E-Commerce,1,11,0,Scale,9,7,628623.84,1958361.68,5185473.65,306914.0,66.65,35.11,80,-79,0,9.0,0,1852758.64,160925200.43,32.3,Success
2912,Parks Ltd,2021,Israel,E-Commerce,1,9,1,Growth,3,8,3848299.75,721511.01,7474094.74,135103.0,92.57,0.36,26,1,6,2.0,2,6077995.76,941858495.3,8.13,Success
2913,Sandoval and Sons,2013,Australia,HealthTech,2,1,1,Growth,2,2,3663071.19,217378.62,3003134.6,584356.0,8.31,39.62,63,72,9,8.0,3,2455390.77,219165642.71,32.22,Fail
2914,Bradley-Adams,2016,Singapore,E-Commerce,4,8,1,Scale,2,8,4703088.16,1556657.79,11827465.46,236818.0,49.42,80.46,44,-39,7,0.0,2,10315178.19,636596188.37,3.64,Fail
2915,"Fowler, Wood and Waters",2007,Germany,FoodTech,3,1,0,Growth,4,9,5603034.22,732126.58,11732581.76,563416.0,62.59,94.4,66,-59,5,6.0,1,10202378.46,832937721.78,17.48,Fail
2916,"Franklin, Mann and White",2015,China,EdTech,4,13,1,MVP,2,4,9924232.67,1241871.82,17403673.72,214839.0,19.59,27.51,25,-34,6,9.0,10,17058326.74,599937745.28,0.8,Unclear
2917,Lindsey-Shaw,2005,USA,IoT,2,10,0,MVP,7,9,7562339.42,1848720.82,17116334.02,878781.0,65.07,92.16,98,36,8,5.0,6,15882010.41,659008133.65,22.08,Unclear
2918,Cisneros-Meyer,2017,Israel,EdTech,5,10,0,Idea,4,5,35890.76,1151011.15,16738840.67,90216.1,4.98,86.71,12,91,7,1.0,9,14067944.38,415228296.68,41.6,Success
2919,"Keith, Cervantes and Torres",2019,UK,FinTech,1,16,1,MVP,6,0,7127123.28,1275400.36,10979046.39,824039.0,90.57,40.67,80,42,4,4.0,8,7563576.88,110822132.71,34.87,Fail
2920,Meza Group,2009,India,HealthTech,3,3,1,Scale,10,8,8242317.48,1285725.13,13040396.22,241053.0,76.27,0.47,29,57,10,1.0,10,12977721.11,140014084.8,9.94,Unclear
2921,Bruce-Walters,2021,Canada,EdTech,5,12,1,Maturity,7,8,8956307.39,1224798.37,15510838.88,859319.0,94.1,84.49,92,53,3,8.0,2,14899318.42,705138032.15,9.13,Fail
2922,Blair Inc,2010,UK,AI,2,6,0,Growth,4,5,4240061.03,319538.75,1833696.62,777833.0,41.84,28.68,77,-7,10,4.0,8,1632231.93,799271147.65,35.21,Success
2923,Johnston Inc,2015,UK,EdTech,4,15,0,Maturity,7,7,3136255.68,912830.83,6011957.9,999666.0,3.42,75.59,29,96,3,5.0,7,4589616.72,843870712.35,33.31,Success
2924,"Mitchell, Noble and Stokes",2022,Germany,E-Commerce,1,0,1,Maturity,2,3,8393247.93,15328.04,3381798.86,759209.0,34.15,57.15,100,21,3,3.0,4,3374709.1,369108781.34,7.11,Fail
2925,Hayden Group,2008,China,Blockchain,3,12,0,Growth,6,4,7776154.09,1252529.61,10229353.89,264244.0,51.58,22.17,43,-6,1,0.0,10,6561707.3,969165926.58,33.6,Unclear
2926,"Romero, Cross and Castillo",2007,India,Blockchain,5,0,1,Idea,7,4,536042.45,1150716.59,16753359.13,20604.9,93.59,64.82,47,26,9,2.0,5,15414401.02,645200446.35,39.04,Fail
2927,"Jennings, Rhodes and Patel",2017,China,CleanTech,5,10,1,Growth,6,6,1178827.84,636274.44,4614239.39,788169.0,88.31,76.48,8,-79,9,4.0,0,4341625.71,162027655.37,38.32,Fail
2928,Sullivan PLC,2013,Israel,IoT,1,5,1,Growth,1,6,6517613.39,1047791.01,14618070.7,650837.0,59.41,47.44,47,-47,6,2.0,5,12184365.59,76664508.36,20.28,Unclear
2929,Bartlett Ltd,2010,France,IoT,4,19,1,MVP,7,6,656675.66,986115.56,8116479.93,227889.0,72.98,74.79,95,24,7,7.0,8,6454446.87,549451528.04,40.71,Success
2930,Klein Ltd,2016,Singapore,AI,2,2,1,Idea,5,4,100366.8,501830.43,18061498.01,66547.0,95.39,40.5,55,-43,6,1.0,6,16685324.77,743663303.23,19.49,Fail
2931,"Brady, Sanchez and Stevenson",2006,Israel,EdTech,4,11,1,Growth,9,3,3311402.39,586575.1,12535790.82,457475.0,85.06,98.03,67,80,10,1.0,8,10889397.78,27883177.22,32.29,Fail
2932,"Sutton, Williams and West",2007,China,HealthTech,4,4,0,Growth,2,7,3711754.97,1525081.99,19531060.11,520510.0,65.88,23.98,5,-2,9,0.0,4,15615168.17,32340830.68,38.02,Success
2933,Craig PLC,2007,Israel,E-Commerce,4,8,0,Scale,3,0,4619740.39,1511464.64,4913395.51,248514.0,54.01,77.79,64,-82,7,0.0,4,2354453.01,582510564.57,37.77,Fail
2934,Thompson LLC,2016,UK,HealthTech,1,11,1,Scale,6,0,3391429.59,939564.3,18479167.56,673136.0,47.6,74.96,88,61,10,3.0,4,17851724.44,989980176.18,17.35,Success
2935,Palmer Inc,2019,Israel,AI,1,9,1,MVP,2,5,337881.55,1435017.9,7141115.29,663799.0,75.66,52.94,66,41,10,7.0,5,5296046.05,740158073.36,28.54,Success
2936,Simpson-Jackson,2013,Israel,E-Commerce,2,18,0,MVP,0,1,1574156.84,901602.56,12439349.25,913584.0,80.88,35.03,20,-79,8,7.0,3,11134151.93,160048044.14,30.7,Success
2937,Morgan Ltd,2012,China,E-Commerce,4,4,0,Growth,5,2,1151119.66,1702748.07,3490164.27,220635.0,21.76,44.58,77,40,7,3.5,9,0.0,96331823.44,11.74,Fail
2938,Decker Inc,2015,UK,CleanTech,1,4,1,Growth,2,3,4311835.99,665613.36,15195702.4,124565.0,47.4,62.95,29,22,4,10.0,8,14691278.49,816190809.65,0.41,Unclear
2939,Evans-Carter,2020,India,HealthTech,2,8,1,Maturity,10,1,2121289.27,1854585.0,19565008.68,812939.0,77.12,53.03,56,91,3,0.0,6,17146296.06,811679480.27,4.96,Success
2940,Smith Ltd,2008,USA,AI,2,19,0,Idea,9,9,293545.29,1084567.3,15748522.33,44638.4,67.57,76.15,54,-45,4,0.0,2,13918822.64,462268794.74,1.73,Success
2941,"Long, Leblanc and Hickman",2005,UK,Blockchain,4,16,1,MVP,5,6,4715674.63,1071375.72,12315934.85,995340.0,59.16,36.07,1,99,10,6.0,9,11058774.32,45385635.25,14.93,Success
2942,"Robertson, Barry and Walls",2011,USA,AI,3,9,0,Growth,9,9,2355618.6,1341620.77,8964279.51,707944.0,32.37,10.72,47,-59,0,6.0,6,8478797.46,768593874.79,16.3,Success
2943,"Charles, Brown and Smith",2006,China,AI,4,20,1,MVP,2,0,2459291.04,681712.02,6904726.16,946464.0,60.92,50.56,21,-35,4,9.0,10,5083651.74,417829370.07,43.3,Success
2944,Murphy-Gomez,2009,UK,FinTech,3,0,0,Idea,5,2,833144.18,1448659.14,8380252.33,84011.0,61.21,25.9,12,90,5,4.0,2,4898201.64,818229942.43,6.25,Unclear
2945,Bailey Ltd,2011,Germany,SaaS,2,15,1,MVP,10,1,5480868.68,640850.21,6565766.26,916031.0,43.24,61.66,88,69,8,7.0,2,6072640.48,152663957.92,9.25,Fail
2946,Morales Inc,2008,France,FoodTech,1,14,1,Maturity,3,8,8567594.52,795077.66,16654197.34,898386.0,96.03,52.03,42,-67,8,5.0,3,15586861.48,468620619.13,31.0,Fail
2947,Jordan and Sons,2009,Singapore,E-Commerce,5,16,1,Maturity,3,7,5145259.15,1349406.87,17862222.46,958056.0,65.31,77.87,74,-72,9,0.0,1,14885734.55,531124563.84,23.46,Fail
2948,Rice and Sons,2005,Germany,FinTech,2,19,0,MVP,9,2,9092642.32,756898.2,18993153.71,683920.0,85.07,57.52,73,53,2,6.0,7,16782472.24,375926821.24,49.66,Success
2949,Martinez-Freeman,2005,Singapore,IoT,1,12,1,Idea,9,4,254742.07,399948.25,8367246.44,91313.40000000001,12.9,43.08,48,50,10,7.0,0,8166258.16,990037723.49,38.1,Fail
2950,Hammond LLC,2019,Germany,SaaS,2,0,0,Maturity,10,2,6166700.33,1743802.92,10924384.07,182305.0,75.68,11.99,36,-65,7,7.0,9,7586816.58,765263178.82,13.52,Unclear
2951,Ruiz LLC,2024,China,FinTech,4,7,0,Idea,1,10,503231.77,1844310.76,11537908.42,27168.300000000003,60.19,12.01,88,17,7,9.0,0,7014452.49,831846142.03,36.08,Success
2952,Diaz-Mcclain,2023,Singapore,IoT,3,4,0,Maturity,3,10,9186909.27,1253462.1,13021763.55,865830.0,30.83,64.04,34,-92,8,8.0,10,12924356.22,248655463.67,11.42,Success
2953,"Cain, Rodriguez and Gonzales",2014,Canada,HealthTech,2,5,0,Maturity,10,10,4184795.78,1622301.54,49126.82,382407.0,13.64,88.08,18,-16,0,1.0,0,0.0,390820649.64,34.08,Unclear
2954,Martin-Gomez,2022,Israel,EdTech,1,19,1,MVP,3,5,8548238.13,1973304.71,16853793.43,775392.0,37.96,41.48,27,-59,4,1.0,3,12177642.47,119666858.09,1.83,Fail
2955,Smith-Stephenson,2007,France,FinTech,4,13,1,Idea,10,4,563904.05,1229549.5,5362813.08,70924.8,44.14,53.08,56,-34,4,7.0,0,1956411.22,998326856.83,9.98,Fail
2956,"Gonzalez, Lopez and Williams",2015,Canada,FoodTech,5,10,1,Scale,6,10,7085429.52,1817585.29,9443281.37,508036.0,14.08,59.12,60,-94,6,10.0,2,8982940.51,265026705.7,5.13,Fail
2957,Fisher-Rivera,2019,Germany,CleanTech,4,5,0,Idea,4,1,886893.09,718509.5,16831365.14,22883.100000000002,67.01,47.73,42,-78,10,3.0,6,16563460.49,109577772.31,21.45,Fail
2958,Martin and Sons,2015,Germany,FinTech,3,10,1,Growth,7,9,9969064.15,1400944.87,19937122.94,929319.0,30.71,5.96,59,59,7,1.0,2,17757182.07,213168363.72,27.67,Success
2959,Moyer-Bird,2021,Canada,CleanTech,4,12,0,MVP,6,7,7311395.59,111610.93,15897670.1,1854.0,80.6,58.91,9,-78,10,1.0,1,15605821.4,575840901.01,12.97,Fail
2960,Fisher PLC,2021,Canada,FoodTech,5,11,0,Growth,9,5,3145219.53,1577943.11,496664.75,43904.0,64.83,13.71,78,-85,6,0.5,9,0.0,342311688.72,48.93,Fail
2961,Marsh-Klein,2010,USA,CleanTech,1,1,0,Maturity,8,2,2990119.93,1659606.29,7375083.42,808866.0,31.05,55.58,95,-32,5,4.0,5,3889592.78,172320351.74,20.53,Unclear
2962,Potter-Deleon,2009,Australia,E-Commerce,2,20,1,Scale,7,0,3091038.25,802350.87,4944212.72,299989.0,36.0,77.54,66,-88,3,7.0,7,3864067.06,473638056.88,28.09,Fail
2963,Shaw-Mclean,2012,France,Blockchain,3,2,0,Scale,8,4,979083.2,1277910.03,19282634.66,38108.0,94.21,0.54,23,-91,8,8.0,3,18396528.73,673763286.17,23.18,Fail
2964,Anderson-Rosario,2006,Israel,FinTech,5,3,1,Maturity,0,10,535988.92,1716722.2,5284578.33,647568.0,94.81,43.05,73,-42,1,10.0,3,2839895.41,668128513.12,43.16,Success
2965,Martinez LLC,2020,Australia,EdTech,3,16,1,MVP,9,1,5808428.76,1767216.33,18867003.81,983645.0,41.84,74.57,43,-99,5,5.0,10,17716205.23,24598059.32,18.54,Fail
2966,"Smith, Cohen and Williams",2024,Canada,FoodTech,4,5,1,Scale,2,1,8105885.27,213063.05,18750350.27,963170.0,67.92,52.85,29,79,9,7.0,1,18256244.47,757857495.35,47.15,Unclear
2967,Jordan-Harper,2016,Canada,FinTech,3,6,0,Growth,4,8,361345.4,1654975.49,16788206.26,603195.0,98.0,23.53,96,28,5,5.0,4,14695454.51,248750348.02,40.25,Success
2968,Hamilton LLC,2010,USA,SaaS,5,14,1,Idea,8,10,566634.3,548486.7,1961435.33,53926.4,99.41,69.76,44,97,10,0.0,9,1073936.51,922952254.97,3.78,Success
2969,Tucker-Hodges,2005,France,SaaS,2,10,0,Idea,7,9,371761.12,1454613.79,39904.56,31142.7,7.21,78.35,88,-47,3,5.0,7,0.0,147094515.88,44.16,Success
2970,Williamson Ltd,2008,France,FoodTech,2,2,0,Scale,9,6,8924852.03,650328.31,15877661.68,78216.0,55.35,36.25,59,-82,2,8.0,0,14850612.55,405451924.0,9.08,Unclear
2971,"Lopez, Campbell and Wilson",2021,India,IoT,3,5,0,Scale,6,5,1453869.29,112659.34,16865981.15,373548.0,72.66,29.74,52,-4,10,9.0,1,16610703.71,319088520.86,2.98,Fail
2972,Gamble-Wright,2017,UK,EdTech,1,1,0,Scale,1,0,5634320.05,419741.42,19243633.86,711583.0,18.69,54.51,24,-73,2,6.0,0,18253805.04,496453063.31,11.08,Fail
2973,Gonzalez-Mccarthy,2022,Australia,IoT,3,13,1,Growth,10,9,9709207.07,817343.55,4367652.23,225860.0,82.19,36.54,75,32,1,1.0,3,3772459.99,320446696.64,4.26,Fail
2974,Haynes PLC,2009,UK,EdTech,4,8,1,Idea,5,1,345032.97,1482457.24,14662929.36,26830.100000000002,46.85,83.59,3,-25,2,2.0,6,13336989.58,773525734.48,31.11,Fail
2975,"White, Riddle and Garza",2007,Singapore,HealthTech,2,17,1,MVP,3,10,7417769.11,201407.25,10381288.35,842162.0,49.78,77.91,91,57,3,1.0,10,10345445.19,388155770.84,22.37,Unclear
2976,"Hernandez, Martinez and Morales",2015,Germany,FinTech,2,18,1,Growth,4,6,8824511.55,1625868.25,6569644.1,883161.0,27.43,31.19,83,-82,9,8.0,2,6134585.76,356630909.71,23.74,Unclear
2977,Mooney-Hickman,2017,China,HealthTech,2,11,0,Idea,4,2,186210.56,1993902.18,12125820.2,42408.600000000006,30.01,45.7,73,3,3,7.0,7,7164137.59,971527425.39,30.83,Fail
2978,Smith-Gonzalez,2008,China,EdTech,1,12,0,Growth,3,1,9925271.8,1576515.29,10963987.87,81581.0,8.42,88.95,30,-59,9,4.0,5,9951866.58,409418731.94,24.92,Success
2979,James PLC,2018,France,E-Commerce,1,11,0,Idea,3,5,809386.67,947473.04,5845887.99,8853.300000000001,93.15,14.74,18,52,6,3.0,1,3473424.42,138730608.44,49.58,Fail
2980,Graves-Baird,2015,Israel,Blockchain,5,11,0,MVP,3,7,1375642.58,1136320.42,5369249.24,119194.0,38.19,75.42,1,-66,3,6.0,8,2008428.54,275323908.44,31.19,Fail
2981,Rogers Group,2014,UK,IoT,3,17,1,Idea,10,7,310884.7,12321.02,9731604.48,94652.0,16.22,31.68,3,-92,8,8.0,8,9722629.42,726186220.05,29.31,Fail
2982,Hicks Ltd,2023,India,E-Commerce,3,8,1,Growth,1,10,6249700.38,418547.68,9480730.17,770851.0,14.24,11.95,78,-62,7,7.0,6,8902665.64,269236767.78,20.72,Unclear
2983,Torres LLC,2022,Israel,FoodTech,4,16,0,MVP,0,1,8849177.63,1797976.26,6041054.06,437443.0,40.74,11.7,37,83,0,7.0,9,3144183.06,683686645.36,22.32,Fail
2984,Ramirez-Bell,2010,Singapore,AI,2,20,0,Maturity,1,5,1948355.23,43458.81,5274623.16,752159.0,63.22,27.63,32,-63,9,10.0,7,5151701.87,915678754.5,49.47,Fail
2985,Wright-Jacobson,2019,China,Blockchain,1,15,0,Growth,6,4,7312055.83,1809589.91,19086148.18,873544.0,77.78,54.81,17,-86,0,1.0,9,18116406.17,380362218.5,0.27,Unclear
2986,Williams Inc,2014,Australia,CleanTech,4,16,0,Growth,0,6,2706480.13,226505.22,17247410.09,479425.0,92.46,90.79,31,8,5,9.0,0,16679348.4,200721138.12,7.77,Success
